Company Name,UID,Symbol,Alias,Headquarters,Description,Logo Url,Wiki Url,ISIN
CenterPoint Energy Inc,EQT-2D2EB5,CNP,"CenterPoint Energy Inc, CenterPoint Energy ","1111 Louisiana Street Houston, TX 77002 United States","CenterPoint Energy is an electric and natural gas utility serving company. The company’s Electric Transmission & Distribution segment offers electric transmission and distribution services to retail electric providers, municipalities, electric cooperatives, and other distribution companies. Its Natural Gas Distribution segment sells regulated intrastate natural gas; provides natural gas transportation and storage services for residential, commercial, industrial, and transportation customers; and offers unregulated services comprising residential appliance repair and maintenance services.",https://en.wikipedia.org/wiki/File:CenterPoint_Energy_logo.svg,https://en.wikipedia.org/wiki/CenterPoint_Energy,US15189Q1031
CenturyLink Inc,EQT-59C6A2,CTL,"CenturyLink Inc, CenturyLink","100 CenturyLink Drive Monroe, LA 71203 United States","CenturyLink, Inc. operates as a local exchange carrier and Internet access provider that provides communications and data services to residential, business, governmental, and wholesale customers.",https://en.wikipedia.org/wiki/File:CenturyLink_2010_logo.svg,https://en.wikipedia.org/wiki/CenturyLink,US1567001060
Cerner Corporation,EQT-F37998,CERN,"Cerner Corporation, Cerner","2800 Rockcreek Parkway North Kansas City, MO 64117 United States",Cerner Corporation works at the intersection of health care and information technology to connect people and systems around the world. ,https://en.wikipedia.org/wiki/File:2011.Cerner.logo.png,https://en.wikipedia.org/wiki/Cerner,US1567821046
CF Industries Holdings Inc,EQT-814601,CF,"CF Industries Holdings Inc, CF Industries Holdings","4 Parkway North Suite 400 Deerfield, IL 60015 United States","CF Industries Holdings, Inc manufacturer and distributor of agricultural fertilizers. It primarily serves cooperatives, independent fertilizer distributors, traders, wholesalers, farmers, and industrial users.",https://en.wikipedia.org/wiki/File:Cfindustrieslogo.JPG,https://en.wikipedia.org/wiki/CF_Industries,US1252691001
Charles Schwab Corporation,EQT-681A43,SCHW,"Charles Schwab Corporation, Charles Schwab Corp","211 Main Street San Francisco, CA 94105 United States","The Charles Schwab corporation is a bank and stockbroker. The company offers an electronic trading platform to trade financial assets including common stocks, preferred stocks, futures contracts, exchange-traded funds, options, mutual funds, and fixed income investments.",https://en.wikipedia.org/wiki/File:Charles_Schwab_Corporation_logo.svg,https://en.wikipedia.org/wiki/Charles_Schwab_Corporation,US8085131055
Charter Communications Inc,EQT-812F03,CHTR,"Charter Communications Inc, Charter Communications","400 Atlantic Street Stamford, CT 06901 United States","Charter Communications, Inc. through its subsidiaries, provides cable services to residential and commercial customers. The company also provides Internet services, such as security suite that protects computers from viruses and spyware; in-home WiFi, which permits customers to lease high performance wireless routers to enhance their in-home wireless Internet experience; out-of-home WiFi; Spectrum WiFi; parental control features; and residential Internet services.",https://en.wikipedia.org/wiki/File:Charter_Communications_logo.svg,https://en.wikipedia.org/wiki/Charter_Communications,US16119P1084
Chevron Corporation,EQT-E0711B,CVX,"Chevron Corporation, Chevron, ChevronTexaco","6001 Bollinger Canyon Road Room 3432 San Ramon, CA 94583-2324 United States","Chevron Corporation is an integrated energy company with operations in countries located around the world. The Company produces and transports crude oil and natural gas. Chevron also refines, markets, and distributes fuels, as well as is involved in chemical and mining operations, power generation, and energy services.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Chevron_Logo.svg/120px-Chevron_Logo.svg.png,https://en.wikipedia.org/wiki/Chevron_Corporation,US1667641005
Chipotle Mexican Grill Inc,EQT-757BDE,CMG,Chipotle Mexican Grill Inc,"610 Newport Center Drive Suite 1300 Newport Beach, CA 92660 United States","Chipotle Mexican Grill, Inc., is an American chain of fast casual restaurants specializing in tacos and Mission-style burritos. ",https://en.wikipedia.org/wiki/File:Chipotle_Mexican_Grill_logo.svg,https://en.wikipedia.org/wiki/Chipotle_Mexican_Grill,US1696561059
Chubb Limited,EQT-DD3720,CB,"Chubb Limited, Chubb Ltd","Baerengasse 32 Zurich, 8001 Switzerland","Chubb Limited is a global provider of insurance products covering property and casualty, accident and health, reinsurance, and life insurance. The company provides commercial and personal property and casualty insurance, personal accident and supplemental health insurance, reinsurance and life insurance.",https://en.wikipedia.org/wiki/File:Chubb-Limited-logo.svg,https://en.wikipedia.org/wiki/Chubb_Limited,CH0044328745
Church & Dwight Co. Inc,EQT-FC0339,CHD,"Church & Dwight Co. Inc, Church and Dwight Co. Inc, Church & Dwight Co","Princeton South Corporate Center 500 Charles Ewing Boulevard Ewing, NJ 08628 United States","Church & Dwight Co., Inc. develops, manufactures, and markets household, personal care, and specialty products which operates in three segments: Consumer Domestic, Consumer International, and Specialty Products Division.",https://en.wikipedia.org/wiki/File:Church_%26_Dwight_logo.svg,https://en.wikipedia.org/wiki/Church_%26_Dwight,US1713401024
CIGNA Corporation,EQT-0499AB,CI,"CIGNA Corporation, CIGNA Corp, CIGNA","900 Cottage Grove Road Bloomfield, CT 06002 United States","Cigna Corporation operates through Integrated Medical, Health Services, International Markets, and Group Disability and Other segments. The company runs a full-service staff-model health maintenance organization with satellite clinics throughout the region, known as the Cigna Medical Group.",https://en.wikipedia.org/wiki/File:Cigna_logo.svg,https://en.wikipedia.org/wiki/Cigna,US1255091092
Cimarex Energy Co.,EQT-C71938,XEC,"Cimarex Energy Co., Cimarex Energy","1700 Lincoln Street Suite 3700 Denver, CO 80203 United States",Cimarex Energy Co. operates as an independent oil and gas exploration and production company.,https://en.wikipedia.org/wiki/File:Cimarex_Energy_logo.jpg,https://en.wikipedia.org/wiki/Cimarex_Energy,US1717981013
Cincinnati Financial Corporation,EQT-EB1FEE,CINF,"Cincinnati Financial Corporation, Cincinnati Financial Corp","6200 South Gilmore Road Fairfield, OH 45014 United States","Cincinnati Financial Corporation, together with its subsidiary, provides property casualty insurance products . The company also offers commercial leasing and financing services; and insurance brokerage services.",https://en.wikipedia.org/wiki/File:Cincinnati-Financial.png,https://en.wikipedia.org/wiki/Cincinnati_Financial,US1720621010
Cintas Corporation,EQT-B1DFA3,CTAS,"Cintas Corporation, Cintas  Corp, Cintas","6800 Cintas Boulevard PO Box 625737 Cincinnati, OH 45262 United States","Cintas Corporation , the firm , designs, manufactures and implements corporate identity uniform programs and provides entrance mats, restroom cleaning and supplies, tile and carpet cleaning, promotional products, first aid, safety, and fire protection products and services",https://en.wikipedia.org/wiki/Cintas,https://en.wikipedia.org/wiki/Cintas,US1729081059
Cisco Systems Inc,EQT-CA5914,CSCO,"Cisco Systems Inc, Cisco Systems","170 West Tasman Drive San Jose, CA 95134-1706 United States","Cisco Systems, Inc. designs, manufactures, and sells Internet Protocol (IP)-based networking and other products related to the communications and information technology (IT) industry and provide services associated with these products and their use. The Company provides products for transporting data, voice, and video within buildings, across campuses, and globally.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Cisco_logo_blue_2016.svg/200px-Cisco_logo_blue_2016.svg.png,https://en.wikipedia.org/wiki/Cisco_Systems,US17275R1023
Citigroup Inc,EQT-664BB1,C,"Citigroup Inc, Citigroup, Citi","388 Greenwich Street New York, NY 10013 United States","Citigroup Inc. is a diversified financial services holding company, provides various financial products and services for consumers, corporations, governments, and institutions .",https://en.wikipedia.org/wiki/File:Citi.svg,https://en.wikipedia.org/wiki/Citigroup,US1729674242
Citizens Financial Group Inc,EQT-E65954,CFG,"Citizens Financial Group Inc, Citizens Financial Group","One Citizens Plaza Providence, RI 02903 United States","Citizens Financial Group, Inc offers a broad range of retail and commercial banking products and services to individuals, small businesses, middle-market companies, large corporations and institutions. ",https://en.wikipedia.org/wiki/File:Citizens_Financial_Group_logo.svg,https://en.wikipedia.org/wiki/Citizens_Financial_Group,US1746101054
Citrix Systems Inc,EQT-4C046A,CTXS,"Citrix Systems Inc, Citrix Systems","851 West Cypress Creek Road Fort Lauderdale, FL 33309 United States","Citrix Systems, Inc operates as a multinational software company that provides server, application and desktop virtualization, networking, software as a service (SaaS), and cloud computing technologies.",https://en.wikipedia.org/wiki/File:Citrix.svg,https://en.wikipedia.org/wiki/Citrix_Systems,US1773761002
CME Group Inc,EQT-D15F81,CME,"CME Group Inc, CME","20 South Wacker Drive Chicago, IL 60606 United States","CME Group Inc. through its subsidiaries, operates contract markets for the trading of futures and options on futures contracts worldwide. It offers a range of products across various asset classes, including futures and options based on interest rates, equity indexes, foreign exchange, energy, agricultural commodities, and metals, as well as fixed income products.",https://en.wikipedia.org/wiki/File:CME_Group_Logo.svg,https://en.wikipedia.org/wiki/CME_Group,US12572Q1058
CMS Energy Corporation,EQT-D22A50,CMS,"CMS Energy Corporation, CMS Energy Corp","One Energy Plaza Jackson, MI 49201 United States","CMS Energy Corporation operates as an energy company. The company operates in three segments: Electric Utility, Gas Utility, and Enterprises.",https://en.wikipedia.org/wiki/File:CMS_Energy_logo.png,https://en.wikipedia.org/wiki/CMS_Energy,US1258961002
Cognizant Technology Solutions Corporation,EQT-1F71BB,CTSH,"Cognizant Technology Solutions Corporation, Cognizant Technology Solutions Corp, Cognizant, Cognizant Tech.","Glenpointe Centre West 500 Frank West Burr Boulevard Teaneck, NJ 07666 United States","Cognizant Technology Solutions Corporation provides information technology consulting and technology services . The company offers its services to markets such as financial services, health care, manufacturing, retail and logistics, telecommunications, information services, media, and high tech.",https://en.wikipedia.org/wiki/File:Cognizant%27s_logo.svg,https://en.wikipedia.org/wiki/Cognizant,US1924461023
Colgate-Palmolive Company,EQT-9E36C6,CL,"Colgate-Palmolive Company, Colgate-Palmolive","300 Park Avenue New York, NY 10022 United States","Colgate-Palmolive Company is a consumer products company focused on the production, distribution and provision of household, health care, and personal care products.",https://en.wikipedia.org/wiki/File:Colgate_palmolive_logo.svg,https://en.wikipedia.org/wiki/Colgate-Palmolive,US1941621039
Comcast Corporation,EQT-AE0563,CMCSA,"Comcast Corporation, Comcast, Comcast Corp","One Comcast Center Philadelphia, PA 19103 United States","Comcast Corporation operates as a media and technology company worldwide. It operates through Cable Communications, Cable Networks, Broadcast Television, Filmed Entertainment, Theme Parks, and Sky segments.",https://en.wikipedia.org/wiki/File:Comcastcenter_vertical.jpg,https://en.wikipedia.org/wiki/Comcast,US20030N1019
Comerica Inc,EQT-F675B4,CMA,"Comerica Inc, Comerica","Comerica Bank Tower 1717 Main Street MC 6404 Dallas, TX 75201 United States","Comerica Incorporated, through its subsidiaries, provides various financial products and services. The company also engages in the securities portfolio, and asset and liability management activities.",https://en.wikipedia.org/wiki/File:Bank_One_Center.jpg,https://en.wikipedia.org/wiki/Comerica,US2003401070
Conagra Brands,EQT-7741FE,CAG,"Conagra Brands, Conagra Brands Inc","222 West Merchandise Mart Plaza Suite 1300 Chicago, IL 60654 United States","Conagra Brands, Inc. operates as a packaged foods company which makes and sells products under various brand names that are available in supermarkets, restaurants, and food service establishments.",https://en.wikipedia.org/wiki/File:Conagra_brands_logo17.png,https://en.wikipedia.org/wiki/Conagra_Brands,US2058871029
Concho Resources Inc,EQT-EC1A41,CXO,Concho Resources Inc ,"One Concho Center 600 West Illinois Avenue Midland, TX 79701 United States","Concho Resources Inc. is an independent oil and natural gas company, engages in the acquisition, development, and exploration of oil and natural gas properties .",https://en.wikipedia.org/wiki/File:Concho_Resources_logo.svg,https://en.wikipedia.org/wiki/Concho_Resources,US20605P1012
ConocoPhillips Company,EQT-68AE12,COP,ConocoPhillips Company,"925 North Eldridge Parkway Houston, TX 77079 United States","ConocoPhillips Company explores for, produces, transports, and markets crude oil, natural gas, natural gas liquids, liquefied natural gas, and bitumen worldwide. ",https://en.wikipedia.org/wiki/File:ConocoPhillips_Logo.svg,https://en.wikipedia.org/wiki/ConocoPhillips,US20825C1045
Consolidated Edison Inc,EQT-605A34,ED,"Consolidated Edison Inc, Consolidated Edison","4 Irving Place New York, NY 10003 United States","Consolidated Edison, Inc., through its subsidiaries, engages in regulated electric, gas, and steam delivery business. ",https://en.wikipedia.org/wiki/File:ConEd_logo.svg,https://en.wikipedia.org/wiki/Consolidated_Edison,US2091151041
Constellation Brands Inc,EQT-57FF06,STZ,"Constellation Brands Inc, Constellation Brands","Building 100 207 High Point Drive Victor, NY 14564 United States","Constellation Brands, Inc. , operates as an international producer and marketer of beer, wine and spirits.",https://en.wikipedia.org/wiki/File:Constellation_Brands_Logo.png,https://en.wikipedia.org/wiki/Constellation_Brands,US21036P1084
Copart Inc,EQT-684CBD,CPRT,"Copart Inc, Copart","14185 Dallas Parkway Suite 300 Dallas, TX 75254 United States","Copart, Inc.,is a provider of online vehicle auction and remarketing services. The company provides vehicle sellers with a range of services to process and sell salvage and clean title vehicles over the Internet using its patented virtual auction technology.",https://media.licdn.com/dms/image/C560BAQEhpldSwlLPTQ/company-logo_400_400/0?e=1565827200&v=beta&t=fmWudn2rwAl8bNK00GTOxeiTEa3KyENc_S_fqD64Jvk,https://en.wikipedia.org/wiki/Copart,US2172041061
Corning Inc,EQT-065592,GLW,"Corning Inc, Corning","One Riverfront Plaza Corning, NY 14831 United States","Corning Incorporated is a multinational technology company that specializes in specialty glass, ceramics, and related materials and technologies including advanced optics, primarily for industrial and scientific applications.",https://en.wikipedia.org/wiki/File:Corning_Incorporated_Logo.svg,https://en.wikipedia.org/wiki/Corning_Inc.,US2193501051
Costco Wholesale Corp.,EQT-F5F3C9,COST,"Costco Wholesale Corp, Costco","999 Lake Drive Issaquah, WA 98027 United States","Costco Wholesale Corporation, together with its subsidiaries, operates membership warehouses.It offers branded and private-label products in a range of merchandise categories.",https://en.wikipedia.org/wiki/File:Costco_Wholesale_logo_2010-10-26.svg,https://en.wikipedia.org/wiki/Costco,US22160K1051
Coty Inc,EQT-CAFD12,COTY,"Coty Inc, Coty","350 Fifth Avenue New York, NY 10118 United States","Coty, Inc., together with its subsidiaries, it develops, manufactures, markets, and distributes fragrances, cosmetics, skin care, nail care, and both professional and retail hair care products.",https://en.wikipedia.org/wiki/File:Coty_Inc_logo_2016.png,"https://en.wikipedia.org/wiki/Coty,_Inc.",US2220702037
Crown Castle International Corporation,EQT-76EFA4,CCI,Crown Castle International Corporation,"1220 Augusta Drive Suite 600 Houston, TX 77057 United States","Crown Castle International Corp., works with wireless carriers, businesses, technology companies, governments, and communities to meet the growing demand for data.",https://en.wikipedia.org/wiki/File:Crown_Castle_Logo.svg,https://en.wikipedia.org/wiki/Crown_Castle,US22822V1017
CSX Corporation,EQT-95F2B9,CSX,"CSX Corporation, CSX","500 Water Street 15th Floor Jacksonville, FL 32202 United States","CSX Corporation, operates as a holding company focused on rail transportation and real estate.The company’s rail and intermodal businesses provide rail-based transportation services including traditional rail service and the transport of intermodal containers and trailers.",https://en.wikipedia.org/wiki/File:CSX_transp_logo.svg,https://en.wikipedia.org/wiki/CSX_Corporation,US1264081035
Cummins Inc,EQT-DEE4BA,CMI,"Cummins Inc, Cummins","500 Jackson Street Box 3005 Columbus, IN 47202 United States","Cummins Inc., manufactures, distributes, and services diesel and natural gas engines, and powertrain-related component products. The company also services engines and related equipment, including fuel systems, controls, air handling, filtration, emission control, electrical power generation systems, and semi trucks.",https://en.wikipedia.org/wiki/File:Cummins_logo.svg,https://en.wikipedia.org/wiki/Cummins,US2310211063
CVS Health Corporation,EQT-637424,CVS,"CVS Health Corporation, CVS Health Corp, CVS Health","One CVS Drive Woonsocket, RI 02895 United States","CVS Health Corporation provides health services. The company operates under the segments Pharmacy Services , Retail/LTC and Health Care Benefits.",https://en.wikipedia.org/wiki/File:CVS_Health_Logo.svg,https://en.wikipedia.org/wiki/CVS_Health,US1266501006
D.R. Horton Inc,EQT-07BFBE,DHI,"D.R. Horton Inc, D.R. Horton","1341 Horton Circle Arlington, TX 76011 United States","D.R. Horton, Inc. operates as a homebuilding company. It engages in the acquisition and development of land and construction and sale of homes",https://en.wikipedia.org/wiki/File:D._R._Horton_logo.svg,https://en.wikipedia.org/wiki/D._R._Horton,US23331A1097
Danaher Corporation,EQT-5E8D60,DHR,"Danaher Corporation, Danaher Corp","2200 Pennsylvania Avenue NW Suite 800W Washington, DC 20037 United States","Danaher Corporation designs, manufactures, and markets professional, medical, industrial, and commercial products and services.  The company' products are concentrated in the fields of environmental and applied solutions, dental-related businesses, life sciences and diagnotics.",https://en.wikipedia.org/wiki/File:Danaher_Corporation_logo.png,https://en.wikipedia.org/wiki/Danaher_Corporation,US2358511028
Darden Restaurants Inc,EQT-E4EFA9,DRI,"Darden Restaurants Inc, Darden Restaurants","1000 Darden Center Drive Orlando, FL 32837 United States","Darden Restaurants, Inc. is an American multi-brand restaurant operator , which, through its subsidiaries, owns and operates full-service restaurants.",https://en.wikipedia.org/wiki/File:Darden_logo.svg,https://en.wikipedia.org/wiki/Darden_Restaurants,US2371941053
DaVita Inc,EQT-AF7BA8,DVA,"DaVita Inc, DaVita","2000 16th Street Denver, CO 80202 United States",DaVita Inc. provides kidney dialysis services for patients suffering from chronic kidney failure or end stage renal disease (ESRD). The company operates kidney dialysis centers and provides related lab services in outpatient dialysis centers.,https://media.licdn.com/dms/image/C4E0BAQGo9_NPU3NvSw/company-logo_400_400/0?e=1565827200&v=beta&t=WkQWmrV0C_Kw_O2d-Zdzk_GAsXkVRHODePd-1_LcbIs,https://en.wikipedia.org/wiki/DaVita_Medical_Group,US23918K1088
Deere & Company,EQT-C279BE,DE,"Deere & Company, Deere and Company, John Deere","One John Deere Place Moline, IL 61265 United States","Deere & Company operates as a manufacturer of agricultural, construction, and forestry machinery, diesel engines, drivetrains (axles, transmissions, gearboxes) used in heavy equipment, and lawn care equipment.",https://en.wikipedia.org/wiki/File:John_Deere_logo.svg,https://en.wikipedia.org/wiki/John_Deere,US2441991054
Delta Air Lines Inc,EQT-96B577,DAL,"Delta Air Lines Inc, Delta Air Lines, Delta","1030 Delta Boulevard Atlanta, GA 30354 United States","Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo. The company also provides aircraft maintenance, repair, and overhaul services; and vacation packages to third-party consumers, as well as aircraft charters, and management and programs.",https://en.wikipedia.org/wiki/File:Delta_logo.svg,https://en.wikipedia.org/wiki/Delta_Air_Lines,US2473617023
Dentsply Sirona Inc,EQT-0C7CBA,XRAY,"Dentsply Sirona Inc, Dentsply Sirona","221 West Philadelphia Street York, PA 17401 United States","Dentsply Sirona Inc.,is an American dental equipment maker and dental consumables producer that designs and manufactures laboratory and specialty products relating to dental supplies.",https://en.wikipedia.org/wiki/File:Dentsply_sirona_logo.svg,https://en.wikipedia.org/wiki/Dentsply_Sirona,US24906P1093
Devon Energy Corporation,EQT-3E6619,DVN,"Devon Energy Corporation, Devon Energy","333 West Sheridan Avenue Oklahoma City, OK 73102 United States","Devon Energy Corporation, an independent energy company, primarily engages in the exploration, development, and production of oil, natural gas, and natural gas liquids.",https://en.wikipedia.org/wiki/File:Devon-Energy-Logo.svg,https://en.wikipedia.org/wiki/Devon_Energy,US25179M1036
Diamondback Energy Inc,EQT-484275,FANG,"Diamondback Energy Inc, Diamondback Energy","500 West Texas Avenue Suite 1200 Midland, TX 79701 United States","Diamondback Energy, Inc., an independent oil and natural gas company, focuses on the acquisition, development, exploration, and exploitation of unconventional and onshore oil and natural gas reserves in the Permian Basin in West Texas.",https://content.equisolve.net/_272445e0157ad23558c18ef992a13000/diamondbackenergy/files/images/Logo-dback.png,https://en.wikipedia.org/wiki/Diamondback_Energy,US25278X1090
Digital Realty Trust Inc,EQT-C514E9,DLR,"Digital Realty Trust Inc, Digital Realty Trust","Four Embarcadero Center Suite 3200 San Francisco, CA 94111 United States","Digital Realty Trust, Inc. is a real estate investment trust that invests in carrier-neutral data centers and provides colocation and peering services.",https://en.wikipedia.org/wiki/File:Digital_Realty_logo.svg,https://en.wikipedia.org/wiki/Digital_Realty,US2538681030
Discover Financial Services Inc,EQT-E55774,DFS,"Discover Financial Services Inc, Discover Financial Services","2500 Lake Cook Road Riverwoods, IL 60015 United States","Discover Financial Services, through its subsidiaries, operates as a direct banking and payment services company, which offers checking and savings accounts, personal loans, home equity loans, student loans and credit cards.",https://en.wikipedia.org/wiki/File:Discover_Card_logo.svg,https://en.wikipedia.org/wiki/Discover_Financial,US2547091080
Discovery Inc,EQT-C22A4E,DISCA,"Discovery Inc, Discovery","One Discovery Place Silver Spring, MD 20910 United States","Discovery, Inc. is an American mass media company that owns and operates various television networks. The company also operates production studios that develop and produce content; and digital products and Websites.",https://en.wikipedia.org/wiki/File:2019_Discovery_logo.svg,"https://en.wikipedia.org/wiki/Discovery,_Inc.",US25470F1049
Dish Network Corporation,EQT-085737,DISH,"Dish Network Corporation, Dish Network Corp, Dish Network","9601 South Meridian Boulevard Englewood, CO 80112 United States","DISH Network Corporation together with its subsidiaries, provides pay-TV services.The company provides satellite and wireline broadband services under the dishNET brand, as well as has wireless spectrum licenses and related assets.",https://en.wikipedia.org/wiki/File:Dish_Network_2019.svg,https://en.wikipedia.org/wiki/Dish_Network,US25470M1099
Dollar General Corporation,EQT-16912F,DG,"Dollar General Corporation, Dollar General Corp, Dollar General","100 Mission Ridge Goodlettsville, TN 37072 United States","Dollar General Corporation is a chain of variety stores. The company offers consumable products, including paper and cleaning products. The company also offers seasonal products, apparel etc.",https://en.wikipedia.org/wiki/File:Dollar_General_logo.svg,https://en.wikipedia.org/wiki/Dollar_General,US2566771059
Dollar Tree Inc,EQT-A649B0,DLTR,"Dollar Tree Inc, Dollar Tree","500 Volvo Parkway Chesapeake, VA 23320 United States","Dollar Tree Stores, Inc., chain of discount variety stores that sells items for $1 or less. The company' stores are supported by a nationwide logistics network of eleven distribution centers. The company operates one-dollar stores under the names of Dollar Tree and Dollar Bills. The company also operates a multi-price-point variety chain under Family Dollar.",https://en.wikipedia.org/wiki/File:Dollar_Tree_logo.png,https://en.wikipedia.org/wiki/Dollar_Tree,US2567461080
Dominion Energy Inc,EQT-E62353,D,"Dominion Energy Inc, Dominion Energy","120 Tredegar Street Richmond, VA 23219 United States","Dominion Energy, Inc., operates as a producer and transporter of power and energy that supplies electricity, natural gas.",https://en.wikipedia.org/wiki/File:Dominion_Energy_logo.svg,https://en.wikipedia.org/wiki/Dominion_Energy,US25746U1097
Dover Corporation,EQT-BE8564,DOV,"Dover Corporation, Dover Corp, Dover","3005 Highland Parkway Downers Grove, IL 60515 United States","Dover Corporation is a conglomerate manufacturer of industrial products. The company' business is divided into three segments; Engineered Systems, Fluids, and Refrigeration and Food Equipment.Each segment holds operating companies that are run like independent companies.",https://en.wikipedia.org/wiki/File:Dover_Corporation_logo.svg,https://en.wikipedia.org/wiki/Dover_Corporation,US2600031080
Dow Inc,EQT-69F6CB,DOW,"Dow Inc, Dow, Dow Jones Industrial Average","2211 H.H. Dow Way Midland, MI 48674 United States","Dow Inc. is a commodity chemical company that provides various materials science solutions for consumer care, infrastructure, and packaging markets. ",https://media.licdn.com/dms/image/C560BAQEYqNrmIMmNRg/company-logo_400_400/0?e=1565827200&v=beta&t=5pI-PxnrExuVi2rhauqsnxIHkG09OHc4DHlETQL8ars,https://en.wikipedia.org/wiki/Dow_Inc.,US2605431038
DTE Energy Company,EQT-B5EDA2,DTE,"DTE Energy Company, DTE Energy","One Energy Plaza Detroit, MI 48226 United States","DTE Energy is an energy company involved in the development and management of energy-related businesses and services. The company portfolio includes non-utility energy businesses focused on power and industrial projects, natural gas pipelines, gathering and storage, and energy marketing and trading.",https://en.wikipedia.org/wiki/File:DTE_New_Logo_2019_JK.png,https://en.wikipedia.org/wiki/DTE_Energy,US2333311072
Duke Energy,EQT-849477,DUK,"Duke Energy, Duke Energy Corporation","550 South Tryon Street Charlotte, NC 28202 United States","Duke Energy operates as an electric power holding company. The company operates through three segments: Electric Utilities and Infrastructure, Gas Utilities and Infrastructure, and Commercial Renewables.",https://en.wikipedia.org/wiki/File:Duke_Energy_logo.svg,https://en.wikipedia.org/wiki/Duke_Energy,US26441C2044
Duke Realty Corporation,EQT-AC47AA,DRE,"Duke Realty Corporation, Duke Realty Corp","600 East 96th Street Suite 100 Indianapolis, IN 46240 United States",Duke Realty Corporation is a real estate investment trust which mainly owns industrial warehouses.,https://en.wikipedia.org/wiki/File:Duke_Realty_Logo.png,https://en.wikipedia.org/wiki/Duke_Realty,US2644115055
DuPont de Nemours Inc,EQT-E15710,DD,"DuPont de Nemours Inc, DuPont, DowDuPont Inc, DowDuPont","974 Centre Road Wilmington, DE 19805 United States","DowDuPont Inc. operates as a holding company. The Company, through its subsidiaries, produces agricultural chemicals, material science, and specialty chemical products. DowDuPont serves clients globally.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Dow_Chemical_Company_logo.svg/200px-Dow_Chemical_Company_logo.svg.png,https://en.wikipedia.org/wiki/Dow_Chemical_Company,US26078J1007
DXC Technology Company,EQT-3E5D82,DXC,"DXC Technology Company, DXC Technology","1775 Tysons Boulevard Tysons, VA 22102 United States","DXC Technology Company is a multinational corporation that provides B2B Information Technology services. The company  operates through three segments: Global Business Services (GBS), Global Infrastructure Services (GIS), and United States Public Sector (USPS).",https://en.wikipedia.org/wiki/File:DXC_Technology_logo.svg,https://en.wikipedia.org/wiki/DXC_Technology,US23355L1061
E*Trade Financial Corporation,EQT-D2C408,ETFC,"E*Trade Financial Corporation, E*Trade, E*Trade Financial Corp","11 Times Square 32nd Floor New York, NY 10036 United States","E*Trade Financial Corporation operates as an electronic trading platform to trade financial assets including common stocks, preferred stocks, futures contracts, exchange-traded funds, options, mutual funds, and fixed income investments. It also provides services for employee stock ownership plans, advisor services, margin lending, online banking, and cash management services.",https://en.wikipedia.org/wiki/File:ETrade.svg,https://en.wikipedia.org/wiki/E-Trade,US269246BN31
Eastman Chemical Company,EQT-9B572A,EMN,"Eastman Chemical Company, Eastman Chemical ","200 South Wilcox Drive Kingsport, TN 37662 United States","Eastman Chemical Company is a global specialty chemical company that produces a broad range of advanced materials, chemicals and fibers for everyday purposes.",https://en.wikipedia.org/wiki/File:Eastman_Chemical_Company_logo.svg,https://en.wikipedia.org/wiki/Eastman_Chemical_Company,US2774321002
Eaton Corporation PLC,EQT-4A3FE3,ETN,"Eaton Corporation PLC, Eaton Corporation, Eaton","Eaton House 30 Pembroke Road Dublin,  4 Ireland",Eaton Corporation PLC is a multinational power management company which is dedicated to improving the quality of life and the environment through the use of power management technologies and services.,https://en.wikipedia.org/wiki/File:Eaton_Corporation_logo.svg,https://en.wikipedia.org/wiki/Eaton_Corporation,IE00B8KQN827
eBay Inc,EQT-EA45E9,EBAY,"eBay Inc, eBay","2025 Hamilton Avenue San Jose, CA 95125 United States","eBay Inc. operates as an e-commerce corporation that facilitates consumer-to-consumer and business-to-consumer sales through its website.The company manages the eBay website, an online auction and shopping website in which people and businesses buy and sell a wide variety of goods and services worldwide.",https://en.wikipedia.org/wiki/File:EBay_logo.svg,https://en.wikipedia.org/wiki/EBay,US2786421030
Ecolab Inc,EQT-406478,ECL,"Ecolab Inc, Ecolab","1 Ecolab Place St. Paul, MN 55102 United States","Ecolab Inc., is a global provider of water, hygiene and energy technologies and services to the food, energy, healthcare, industrial and hospitality markets.",https://en.wikipedia.org/wiki/File:Ecolab.svg,https://en.wikipedia.org/wiki/Ecolab,US2788651006
Edison International,EQT-EBF42C,EIX,Edison International,"2244 Walnut Grove Avenue PO Box 976 Rosemead, CA 91770 United States","Edison International, through its subsidiaries, engages in the generation, transmission, and distribution of electricity . 
The company generates electricity through hydroelectric, diesel/liquid petroleum gas, natural gas, nuclear, and photovoltaic sources.",https://en.wikipedia.org/wiki/File:Edison_International_Logo.svg,https://en.wikipedia.org/wiki/Edison_International,US2810201077
